Original Value,Processed Value
[],TPST2_HUMAN
[],ABCC9_HUMAN
[],LPXN_HUMAN
[],CTND1_HUMAN
[],NCKX1_HUMAN
[],ICMT_HUMAN
[],CC14B_HUMAN
[],PLPL9_HUMAN
[],HCN1_HUMAN
[],SNX2_HUMAN
[],GALR3_HUMAN
[],CYTIP_HUMAN
[],HPGDS_HUMAN
[],DPM1_HUMAN
[],USO1_HUMAN
[],S19A2_HUMAN
[],RT14_HUMAN
[],TOM1_HUMAN
[],TBX19_HUMAN
[],HNRC1_HUMAN
[],H2B1K_HUMAN
[],F262_HUMAN
[],CCD22_HUMAN
[],PQBP1_HUMAN
[],PAGE4_HUMAN
[],TI17B_HUMAN
[],PRAF2_HUMAN
[],DKC1_HUMAN
[],CAC1F_HUMAN
[],IF2P_HUMAN
[],ZG16_HUMAN
[],TRI13_HUMAN
[],GAS7_HUMAN
[],EDF1_HUMAN
[],KIN17_HUMAN
[],DIAP2_HUMAN
[],SH21A_HUMAN
[],MMP20_HUMAN
[],G37L1_HUMAN
[],DNJA2_HUMAN
[],BRD4_HUMAN
[],CUTA_HUMAN
[],OPHN1_HUMAN
[],RAMP1_HUMAN
[],RAMP2_HUMAN
[],RAMP3_HUMAN
[],SHOX2_HUMAN
[],NSMA_HUMAN
[],TBL1X_HUMAN
[],B4GT2_HUMAN
[],CATL2_HUMAN
[],HUS1_HUMAN
[],PFD1_HUMAN
[],PP1RB_HUMAN
[],KCJ13_HUMAN
[],RNH1_HUMAN
[],CTNS_HUMAN
[],NBN_HUMAN
[],NOL3_HUMAN
[],KERA_HUMAN
[],SCN2B_HUMAN
[],DTNB_HUMAN
[],MCE1_HUMAN
[],FCG3B_HUMAN
[],LIRA1_HUMAN
[],LIRB3_HUMAN
[],LIRB5_HUMAN
[],ABCB7_HUMAN
[],MITF_HUMAN
[],HSF2B_HUMAN
[],KI21B_HUMAN
[],PLCH2_HUMAN
[],SRGP2_HUMAN
[],PLXA2_HUMAN
[],CAPON_HUMAN
[],IGSF3_HUMAN
[],SDC3_HUMAN
[],AUXI_HUMAN
[],XYLK_HUMAN
[],TMCC2_HUMAN
[],FKTN_HUMAN
[],LRP3_HUMAN
[],ADA23_HUMAN
[],ADA11_HUMAN
[],MTG16_HUMAN
[],WDR1_HUMAN
[],FZD7_HUMAN
[],SLIT1_HUMAN
[],SLIT3_HUMAN
[],LRP4_HUMAN
[],AOC2_HUMAN
[],ATP9A_HUMAN
[],LDB3_HUMAN
[],N4BP1_HUMAN
[],ROCK2_HUMAN
[],MFA3L_HUMAN
[],CLAP2_HUMAN
[],PTCD1_HUMAN
[],COBL_HUMAN
[],ASTN2_HUMAN
[],CPNE3_HUMAN
[],ZBED4_HUMAN
[],DEPD5_HUMAN
[],ATG13_HUMAN
[],ICOSL_HUMAN
[],LIPA3_HUMAN
[],HIP1R_HUMAN
[],OBSL1_HUMAN
[],BRE1B_HUMAN
[],PHF2_HUMAN
[],ZC11A_HUMAN
[],RFIP3_HUMAN
[],CAND2_HUMAN
[],SOCS5_HUMAN
[],NPHP4_HUMAN
[],KDM4A_HUMAN
[],DJC13_HUMAN
[],PHAR2_HUMAN
[],PP6R2_HUMAN
[],ATS4_HUMAN
[],CNOT3_HUMAN
[],CREST_HUMAN
[],ANR17_HUMAN
[],SIN3B_HUMAN
[],AT2C2_HUMAN
[],DNJB6_HUMAN
[],XYLB_HUMAN
[],PX11A_HUMAN
[],LRP5_HUMAN
[],TM127_HUMAN
[],COQ9_HUMAN
[],GGCT_HUMAN
[],NDUS7_HUMAN
[],GA45B_HUMAN
[],RTN2_HUMAN
[],NDUS2_HUMAN
[],CAD16_HUMAN
[],GLRA3_HUMAN
[],ZPR1_HUMAN
[],UBP12_HUMAN
[],DUS11_HUMAN
[],NIPS2_HUMAN
[],SNN_HUMAN
[],SEM7A_HUMAN
[],HMMR_HUMAN
[],LIPA2_HUMAN
[],CILP1_HUMAN
[],PDCD6_HUMAN
[],LX12B_HUMAN
[],GCYB2_HUMAN
[],FKBP6_HUMAN
[],TBCA_HUMAN
[],VATG1_HUMAN
[],VPS4B_HUMAN
[],ENTP6_HUMAN
[],ENTP3_HUMAN
[],ENTP5_HUMAN
[],PROP1_HUMAN
[],ZN217_HUMAN
[],PITX3_HUMAN
[],TP4A3_HUMAN
[],AVIL_HUMAN
[],H2AY_HUMAN
[],SH3L1_HUMAN
[],FLNB_HUMAN
[],NCOR1_HUMAN
[],VAMP4_HUMAN
[],NDUS6_HUMAN
[],PEX14_HUMAN
[],TRIM3_HUMAN
[],ULK1_HUMAN
[],TULP3_HUMAN
[],LAT3_HUMAN
[],CISY_HUMAN
[],SC22B_HUMAN
[],DEAF1_HUMAN
[],PR40A_HUMAN
[],HYPM_HUMAN
[],TACC1_HUMAN
[],NDK6_HUMAN
[],DPOLQ_HUMAN
[],CDC45_HUMAN
[],GGYF1_HUMAN
[],MSPD3_HUMAN
[],LRCH4_HUMAN
[],MTX2_HUMAN
[],VP26A_HUMAN
[],NDUB1_HUMAN
[],MPPB_HUMAN
[],TECTA_HUMAN
[],MAF_HUMAN
[],USH2A_HUMAN
[],SAP30_HUMAN
[],MED24_HUMAN
[],KTNA1_HUMAN
[],RDH16_HUMAN
[],ERN1_HUMAN
[],E2F6_HUMAN
[],CRLF1_HUMAN
[],NR1I2_HUMAN
[],LGR5_HUMAN
[],PSIP1_HUMAN
[],ERLN1_HUMAN
[],TAD2A_HUMAN
[],SUPT3_HUMAN
[],GPC4_HUMAN
[],NDUS3_HUMAN
[],SRS10_HUMAN
[],GEMI_HUMAN
[],CLN5_HUMAN
[],HSBP1_HUMAN
[],CLD11_HUMAN
[],TNR21_HUMAN
[],ECI2_HUMAN
[],KHDR3_HUMAN
[],TADA3_HUMAN
[],TAF5L_HUMAN
[],EED_HUMAN
[],BAF_HUMAN
[],SF3B1_HUMAN
[],CSDE1_HUMAN
[],DAB1_HUMAN
[],WBP4_HUMAN
[],SG2A1_HUMAN
[],STX11_HUMAN
[],SKAP2_HUMAN
[],JERKY_HUMAN
[],PRKRA_HUMAN
[],RF1M_HUMAN
[],RPC9_HUMAN
[],ITA10_HUMAN
[],LRP6_HUMAN
[],KS6A5_HUMAN
[],MED6_HUMAN
[],MYCB2_HUMAN
[],FOXH1_HUMAN
[],PGRP1_HUMAN
[],KBL_HUMAN
[],SPAG6_HUMAN
[],GCM2_HUMAN
[],UBP2_HUMAN
[],NPM3_HUMAN
[],LYPA1_HUMAN
[],LFTY1_HUMAN
[],ERAL1_HUMAN
[],DEDD_HUMAN
[],PRDM1_HUMAN
[],REM1_HUMAN
[],CREG1_HUMAN
[],UPK3A_HUMAN
[],FCN3_HUMAN
[],CTAG2_HUMAN
[],U520_HUMAN
[],MTU1_HUMAN
[],TIPRL_HUMAN
[],OFD1_HUMAN
[],TM1L1_HUMAN
[],KS6A4_HUMAN
[],RFPL1_HUMAN
[],RFPL3_HUMAN
[],SURF6_HUMAN
[],PPM1B_HUMAN
[],ADAP1_HUMAN
[],UTP20_HUMAN
[],NU155_HUMAN
[],XRP2_HUMAN
[],CXB3_HUMAN
[],STK16_HUMAN
[],WDHD1_HUMAN
[],CRTAP_HUMAN
[],S2512_HUMAN
[],P3C2G_HUMAN
[],S22A3_HUMAN
[],B3GL1_HUMAN
[],TRPA1_HUMAN
[],RA51D_HUMAN
[],PALM_HUMAN
[],RHBL1_HUMAN
[],RENR_HUMAN
[],GRAP2_HUMAN
[],RNH2A_HUMAN
[],CD123_HUMAN
[],UDB17_HUMAN
[],ZMY10_HUMAN
[],PR15A_HUMAN
[],CAN15_HUMAN
[],BCAR3_HUMAN
[],POP7_HUMAN
[],RPP40_HUMAN
[],EIF3G_HUMAN
[],EIF3J_HUMAN
[],CBR3_HUMAN
[],CNMD_HUMAN
[],PSD10_HUMAN
[],CIB2_HUMAN
[],KLF7_HUMAN
[],UPK1B_HUMAN
[],AP1G2_HUMAN
[],FACE1_HUMAN
[],SC5D_HUMAN
[],PPR37_HUMAN
[],TPC6A_HUMAN
[],CEAM4_HUMAN
[],IDHC_HUMAN
[],GATB_HUMAN
[],SCO1_HUMAN
[],CP7B1_HUMAN
[],ATRN_HUMAN
[],RBBP9_HUMAN
[],STAM2_HUMAN
[],TNF13_HUMAN
[],AL1L1_HUMAN
[],TUSC2_HUMAN
[],ST1C4_HUMAN
[],GABR2_HUMAN
[],MMP23_HUMAN
[],DGAT1_HUMAN
[],SOAT2_HUMAN
[],CCNK_HUMAN
[],DHRS3_HUMAN
[],DGKI_HUMAN
[],PAK3_HUMAN
[],PRAF3_HUMAN
[],RGS9_HUMAN
[],SERF1_HUMAN
[],DYSF_HUMAN
[],PIAS1_HUMAN
[],PIAS2_HUMAN
[],SPF27_HUMAN
[],DCTN3_HUMAN
[],BODG_HUMAN
[],DNJC8_HUMAN
[],SPF30_HUMAN
[],RAD17_HUMAN
[],ATP5H_HUMAN
[],LYZL6_HUMAN
[],CABYR_HUMAN
[],FLOT1_HUMAN
[],CDKA2_HUMAN
[],TRIO_HUMAN
[],ATP5L_HUMAN
[],AKAP3_HUMAN
[],MPDZ_HUMAN
[],SNPC5_HUMAN
[],CBPD_HUMAN
[],SASH3_HUMAN
[],GLRX3_HUMAN
[],KRT34_HUMAN
[],KRT36_HUMAN
[],KRT37_HUMAN
[],KRT38_HUMAN
[],RL1D1_HUMAN
[],WFS1_HUMAN
[],ANXA9_HUMAN
[],CLPX_HUMAN
[],NCTR1_HUMAN
[],CDKL5_HUMAN
[],NEBL_HUMAN
[],NEUL1_HUMAN
[],S14L2_HUMAN
[],STC2_HUMAN
[],ERG24_HUMAN
[],RNF8_HUMAN
[],SYUG_HUMAN
[],CIAO1_HUMAN
[],PDE5A_HUMAN
[],DFFB_HUMAN
[],CCN5_HUMAN
[],ZFAN5_HUMAN
[],RGS20_HUMAN
[],S22A5_HUMAN
[],PDE9A_HUMAN
[],BEST1_HUMAN
[],FGF18_HUMAN
[],SRP72_HUMAN
[],JTB_HUMAN
[],CYTF_HUMAN
[],DXO_HUMAN
[],TRPM2_HUMAN
[],DDAH1_HUMAN
[],RECQ4_HUMAN
[],RECQ5_HUMAN
[],RMP_HUMAN
[],B3GA3_HUMAN
[],ST17B_HUMAN
[],ECM2_HUMAN
[],MTA2_HUMAN
[],DPM2_HUMAN
[],AQP8_HUMAN
[],CNTN5_HUMAN
[],UBP1_HUMAN
[],AL1A2_HUMAN
[],STK10_HUMAN
[],ACL6B_HUMAN
[],KPCD3_HUMAN
[],GFPT2_HUMAN
[],RGS11_HUMAN
[],TPPP_HUMAN
[],BAIP3_HUMAN
[],SLIT2_HUMAN
[],ATG12_HUMAN
[],NOL4_HUMAN
[],LTN1_HUMAN
[],AT10B_HUMAN
[],TOM70_HUMAN
[],PKHG5_HUMAN
[],IPO13_HUMAN
[],DDHD2_HUMAN
[],MYO1D_HUMAN
[],TOX4_HUMAN
[],RHBT1_HUMAN
[],DEND_HUMAN
[],MICA2_HUMAN
[],SC24D_HUMAN
[],NFASC_HUMAN
[],ST65G_HUMAN
[],FCSD2_HUMAN
[],UFL1_HUMAN
[],SRBS2_HUMAN
[],TMCC1_HUMAN
[],PHF14_HUMAN
[],SASH1_HUMAN
[],TM63A_HUMAN
[],FARP2_HUMAN
[],UBXN7_HUMAN
[],KLH18_HUMAN
[],ZN432_HUMAN
[],LRIG2_HUMAN
[],TOX_HUMAN
[],SUN1_HUMAN
[],ERLN2_HUMAN
[],PRP6_HUMAN
[],DKK1_HUMAN
[],AGRL1_HUMAN
[],ABCA8_HUMAN
[],PCF11_HUMAN
[],FRYL_HUMAN
[],NFAT5_HUMAN
[],ENDD1_HUMAN
[],CDK14_HUMAN
[],GLCE_HUMAN
[],GLSK_HUMAN
[],HAUS5_HUMAN
[],ABLM3_HUMAN
[],SLIK3_HUMAN
[],RNF37_HUMAN
[],KDM4B_HUMAN
[],RHBT3_HUMAN
[],SO2B1_HUMAN
[],MTCL2_HUMAN
[],UBP19_HUMAN
[],WDR47_HUMAN
[],TRI37_HUMAN
[],AP2A2_HUMAN
[],SC31A_HUMAN
[],CMTA2_HUMAN
[],CSTN1_HUMAN
[],CE152_HUMAN
[],ARHGF_HUMAN
[],SLIK5_HUMAN
[],HEXI1_HUMAN
[],SOX30_HUMAN
[],UPP2_HUMAN
[],OR2A4_HUMAN
[],ZO3_HUMAN
[],INMT_HUMAN
[],DIRA1_HUMAN
[],RPP14_HUMAN
[],CCNB2_HUMAN
[],KCNK2_HUMAN
[],YIF1A_HUMAN
[],UBR5_HUMAN
[],REC8_HUMAN
[],FSBP_HUMAN
[],NKX22_HUMAN
[],SCAF4_HUMAN
[],ZN202_HUMAN
[],S1PR2_HUMAN
[],NDUB6_HUMAN
[],MFN2_HUMAN
[],DUS14_HUMAN
[],SPN1_HUMAN
[],TNF15_HUMAN
[],RIMB1_HUMAN
[],ARK73_HUMAN
[],UBE4B_HUMAN
[],ZFPL1_HUMAN
[],ELP1_HUMAN
[],GBRAP_HUMAN
[],NDUA3_HUMAN
[],NDUB4_HUMAN
[],NDUB8_HUMAN
[],SCEL_HUMAN
[],CAC1H_HUMAN
[],NDUA7_HUMAN
[],VAMP5_HUMAN
[],UNC5C_HUMAN
[],CSPG5_HUMAN
[],RTN3_HUMAN
[],KLHL2_HUMAN
[],RHIT_HUMAN
[],LETM1_HUMAN
[],PCDH8_HUMAN
[],EPN2_HUMAN
[],STBD1_HUMAN
[],LERL1_HUMAN
[],ZRAB2_HUMAN
[],SNX4_HUMAN
[],ZWINT_HUMAN
[],VENTX_HUMAN
[],LC7L3_HUMAN
[],KI20A_HUMAN
[],APOL3_HUMAN
[],LRAT_HUMAN
[],SPDEF_HUMAN
[],KIF4A_HUMAN
[],MBD4_HUMAN
[],MTMR5_HUMAN
[],GOSR1_HUMAN
[],KAT7_HUMAN
[],MRP6_HUMAN
[],I18RA_HUMAN
[],GA45G_HUMAN
[],UCP5_HUMAN
[],KCNH1_HUMAN
[],ATE1_HUMAN
[],PDE8B_HUMAN
[],5HT3B_HUMAN
[],GRP1_HUMAN
[],TNKS1_HUMAN
[],CCDB1_HUMAN
[],LYPD3_HUMAN
[],EPM2A_HUMAN
[],KCNK5_HUMAN
[],VAPB_HUMAN
[],RASL1_HUMAN
[],SNAPN_HUMAN
[],MPZL1_HUMAN
[],NDUC2_HUMAN
[],NDUAA_HUMAN
[],FKBP9_HUMAN
[],CELF2_HUMAN
[],PAPS2_HUMAN
[],ABCBB_HUMAN
[],SIX3_HUMAN
[],SMC2_HUMAN
[],ATG7_HUMAN
[],TACC2_HUMAN
[],TRI16_HUMAN
[],SYFM_HUMAN
[],ZBT7A_HUMAN
[],LYPA2_HUMAN
[],IPO7_HUMAN
[],ARI2_HUMAN
[],CXB5_HUMAN
[],TFIP8_HUMAN
[],M3K6_HUMAN
[],CCN4_HUMAN
[],CCN6_HUMAN
[],GDF11_HUMAN
[],SLU7_HUMAN
[],BMP10_HUMAN
[],AGM1_HUMAN
[],GCNT3_HUMAN
[],MOCS3_HUMAN
[],RPGF3_HUMAN
[],UTS2_HUMAN
[],CD2B2_HUMAN
[],MED26_HUMAN
[],ZFYV9_HUMAN
[],CNIH1_HUMAN
[],TNF6B_HUMAN
[],ZIC2_HUMAN
[],BRI3_HUMAN
[],SOX14_HUMAN
[],SVIL_HUMAN
[],PIGN_HUMAN
[],PPN_HUMAN
[],BAG4_HUMAN
[],AHSA1_HUMAN
[],NPT2B_HUMAN
[],APOM_HUMAN
[],LCA5L_HUMAN
[],ATS2_HUMAN
[],CXB6_HUMAN
[],PARN_HUMAN
[],PSMG1_HUMAN
[],MATN4_HUMAN
[],LARG1_HUMAN
[],FMNL1_HUMAN
[],GNAS3_HUMAN
[],SGPL1_HUMAN
[],CLD7_HUMAN
[],SIX6_HUMAN
[],CNEP1_HUMAN
[],ABCA1_HUMAN
[],G6PE_HUMAN
[],CLD9_HUMAN
[],SC24A_HUMAN
[],SC24B_HUMAN
[],AGRL2_HUMAN
[],VNN1_HUMAN
[],VNN2_HUMAN
[],CLD14_HUMAN
[],CBX6_HUMAN
[],GTR10_HUMAN
[],NADK_HUMAN
[],TYDP2_HUMAN
[],SFT2B_HUMAN
[],MPC2_HUMAN
[],MET18_HUMAN
[],ETHE1_HUMAN
[],ACSL3_HUMAN
[],KLF8_HUMAN
[],RPA1_HUMAN
[],PCNT_HUMAN
[],YETS4_HUMAN
[],ADCY5_HUMAN
[],CNOT4_HUMAN
[],STABP_HUMAN
[],NET1_HUMAN
[],FSTL3_HUMAN
[],CPSF4_HUMAN
[],NFAC1_HUMAN
[],VATG2_HUMAN
[],ASML_HUMAN
[],ECEL1_HUMAN
[],CDS2_HUMAN
[],EYA4_HUMAN
[],K2C75_HUMAN
[],CEP43_HUMAN
[],BRD1_HUMAN
[],APBB3_HUMAN
[],RPP29_HUMAN
[],LY86_HUMAN
[],HERC2_HUMAN
[],CXL14_HUMAN
[],RAB3D_HUMAN
[],ERR2_HUMAN
[],SNP29_HUMAN
[],CRTAM_HUMAN
[],CPNE6_HUMAN
[],OXSR1_HUMAN
[],GGPPS_HUMAN
[],FGF19_HUMAN
[],LDOC1_HUMAN
[],SEM4F_HUMAN
[],PTBP3_HUMAN
[],IL33_HUMAN
[],STR3N_HUMAN
[],LSM8_HUMAN
[],AP2A1_HUMAN
[],WIZ_HUMAN
[],RIGI_HUMAN
[],ZMYM6_HUMAN
[],STAU1_HUMAN
[],TTC4_HUMAN
[],NDST3_HUMAN
[],TM50A_HUMAN
[],CAVN2_HUMAN
[],CER1_HUMAN
[],BAG2_HUMAN
[],BAG3_HUMAN
[],M4K4_HUMAN
[],DCMC_HUMAN
[],QORL1_HUMAN
[],AIFM1_HUMAN
[],CLD1_HUMAN
[],CLIC3_HUMAN
[],EMAL2_HUMAN
[],LATS1_HUMAN
[],GNA14_HUMAN
[],GUC1C_HUMAN
[],UCP4_HUMAN
[],NUD14_HUMAN
[],TSN15_HUMAN
[],TSN12_HUMAN
[],BPNT1_HUMAN
[],SNAI1_HUMAN
[],FADS2_HUMAN
[],DDAH2_HUMAN
[],G6B_HUMAN
[],LY66C_HUMAN
[],LY66D_HUMAN
[],ABHGA_HUMAN
[],GPAN1_HUMAN
[],FRITZ_HUMAN
[],TXD12_HUMAN
[],DLGP3_HUMAN
[],NOE2_HUMAN
[],TRUB2_HUMAN
[],ECD_HUMAN
[],MOT3_HUMAN
[],TTLL1_HUMAN
[],EPPI_HUMAN
[],SYF2_HUMAN
[],CBX7_HUMAN
[],TGM3L_HUMAN
[],TBX18_HUMAN
[],EOMES_HUMAN
[],NCTR2_HUMAN
[],TBX6_HUMAN
[],ONEC2_HUMAN
[],FTCD_HUMAN
[],ITGBL_HUMAN
[],FBLN4_HUMAN
[],SG1D1_HUMAN
[],LGI1_HUMAN
[],BY55_HUMAN
[],BMP15_HUMAN
[],S1PR4_HUMAN
[],RECK_HUMAN
[],MBD3_HUMAN
[],TOP3B_HUMAN
[],TCL1B_HUMAN
[],NUDT3_HUMAN
[],F107A_HUMAN
[],CH25H_HUMAN
[],AGR2_HUMAN
[],DRC4_HUMAN
[],APCL_HUMAN
[],PTTG1_HUMAN
[],I18BP_HUMAN
[],BCL10_HUMAN
[],NDUBA_HUMAN
[],HAND1_HUMAN
[],CLPT1_HUMAN
[],ZBED1_HUMAN
[],MOC2B_HUMAN
[],TOM40_HUMAN
[],NAPSA_HUMAN
[],PX11B_HUMAN
[],PAK4_HUMAN
[],WNT11_HUMAN
[],DNAL4_HUMAN
[],CHK2_HUMAN
[],APBA3_HUMAN
[],ACL6A_HUMAN
[],CCNE2_HUMAN
[],B3GT4_HUMAN
[],NSD2_HUMAN
[],MOC2A_HUMAN
[],HMHB1_HUMAN
[],CYB_HUMAN
[],CYB5_HUMAN
[],ADH1B_HUMAN
[],ADH1G_HUMAN
[],LDHA_HUMAN
[],AL1A1_HUMAN
[],DHE3_HUMAN
[],DYR_HUMAN
[],NB5R3_HUMAN
[],GSHR_HUMAN
[],COX1_HUMAN
[],COX2_HUMAN
[],COX3_HUMAN
[],PH4H_HUMAN
[],SODC_HUMAN
[],CERU_HUMAN
[],FA8_HUMAN
[],OTC_HUMAN
[],F13A_HUMAN
[],PNPH_HUMAN
[],HPRT_HUMAN
[],AATM_HUMAN
[],ABL1_HUMAN
[],EGFR_HUMAN
[],MOS_HUMAN
[],PGK1_HUMAN
[],KAD1_HUMAN
[],LALBA_HUMAN
[],THRB_HUMAN
[],C1R_HUMAN
[],HPT_HUMAN
[],HPTR_HUMAN
[],FA9_HUMAN
[],FA10_HUMAN
[],CFAD_HUMAN
[],PLMN_HUMAN
[],FA12_HUMAN
[],UROK_HUMAN
[],TPA_HUMAN
[],CFAB_HUMAN
[],RENI_HUMAN
[],ADA_HUMAN
[],ATP6_HUMAN
[],CAH1_HUMAN
[],CAH2_HUMAN
[],ASSY_HUMAN
[],OAS1_HUMAN
[],ISK1_HUMAN
[],ANT3_HUMAN
[],A1AT_HUMAN
[],AACT_HUMAN
[],ANGT_HUMAN
[],A2MG_HUMAN
[],CO3_HUMAN
[],CO5_HUMAN
[],TIMP1_HUMAN
[],CYTC_HUMAN
[],CYTS_HUMAN
[],CYTN_HUMAN
[],CYTA_HUMAN
[],KNG1_HUMAN
[],FOS_HUMAN
[],MYC_HUMAN
[],RASN_HUMAN
[],RASH_HUMAN
[],RASK_HUMAN
[],PDGFB_HUMAN
[],LDLR_HUMAN
[],EGF_HUMAN
[],TGFA_HUMAN
[],TGFB1_HUMAN
[],NGF_HUMAN
[],GON1_HUMAN
[],ANF_HUMAN
[],NEU1_HUMAN
[],NEU2_HUMAN
[],COLI_HUMAN
[],PENK_HUMAN
[],PDYN_HUMAN
[],GLHA_HUMAN
[],TSHB_HUMAN
[],FSHB_HUMAN
[],LSHB_HUMAN
[],PRL_HUMAN
[],SOMA_HUMAN
[],SOM2_HUMAN
[],CALC_HUMAN
[],THYG_HUMAN
[],PTHY_HUMAN
[],GLUC_HUMAN
[],VIP_HUMAN
[],SLIB_HUMAN
[],PAHO_HUMAN
[],NPY_HUMAN
[],INS_HUMAN
[],IGF2_HUMAN
[],GAST_HUMAN
[],TNFB_HUMAN
[],TNFA_HUMAN
[],IFNA1_HUMAN
[],IFNA2_HUMAN
[],IFNA7_HUMAN
[],IFN21_HUMAN
[],IFN14_HUMAN
[],IFN17_HUMAN
[],IFNB_HUMAN
[],IFNG_HUMAN
[],IL1A_HUMAN
[],IL1B_HUMAN
[],EPO_HUMAN
[],IL2RA_HUMAN
[],IGJ_HUMAN
[],KVD33_HUMAN
[],KV133_HUMAN
[],KV139_HUMAN
[],KV105_HUMAN
[],KVD28_HUMAN
[],KV320_HUMAN
[],LV144_HUMAN
[],LV147_HUMAN
[],LV151_HUMAN
[],LV214_HUMAN
[],LV223_HUMAN
[],LV211_HUMAN
[],LV208_HUMAN
[],LV657_HUMAN
[],CD4_HUMAN
[],CD8A_HUMAN
[],HV169_HUMAN
[],HV323_HUMAN
[],HV330_HUMAN
[],HV333_HUMAN
[],HV307_HUMAN
[],HV270_HUMAN
[],HV205_HUMAN
[],HV459_HUMAN
[],PIGR_HUMAN
[],IGKC_HUMAN
[],TRAC_HUMAN
[],TRBC1_HUMAN
[],IGHE_HUMAN
[],IGHG1_HUMAN
[],IGHG2_HUMAN
[],IGHG3_HUMAN
[],IGHG4_HUMAN
[],IGHM_HUMAN
[],IGHA1_HUMAN
[],IGHA2_HUMAN
[],IGHD_HUMAN
[],HLAB_HUMAN
[],HLAH_HUMAN
[],DRA_HUMAN
[],DQA2_HUMAN
[],DQA1_HUMAN
[],DRB1_HUMAN
[],DQB1_HUMAN
[],HBAZ_HUMAN
[],HBD_HUMAN
[],HBE_HUMAN
[],MYG_HUMAN
[],CO1A1_HUMAN
[],CO2A1_HUMAN
[],CO3A1_HUMAN
[],CO4A1_HUMAN
[],CRYAA_HUMAN
[],CRYAB_HUMAN
[],K1C14_HUMAN
[],K2C6A_HUMAN
[],LMNA_HUMAN
[],SPTA1_HUMAN
[],TNNC2_HUMAN
[],APOA1_HUMAN
[],APOE_HUMAN
[],APOA2_HUMAN
[],APOC1_HUMAN
[],APOC2_HUMAN
[],APOC3_HUMAN
[],FIBA_HUMAN
[],FIBB_HUMAN
[],FIBG_HUMAN
[],MBP_HUMAN
[],MYP2_HUMAN
[],ACHA_HUMAN
[],GLPA_HUMAN
[],B3AT_HUMAN
[],CRP_HUMAN
[],SAMP_HUMAN
[],C1QA_HUMAN
[],C1QB_HUMAN
[],C1QC_HUMAN
[],CO9_HUMAN
[],APOH_HUMAN
[],A2GL_HUMAN
[],FINC_HUMAN
[],RET4_HUMAN
[],AMBP_HUMAN
[],A1AG1_HUMAN
[],FETUA_HUMAN
[],TTHY_HUMAN
[],ALBU_HUMAN
[],FETA_HUMAN
[],VTDB_HUMAN
[],CXCL7_HUMAN
[],PLF4_HUMAN
[],CXL10_HUMAN
[],TFR1_HUMAN
[],TRFE_HUMAN
[],TRFL_HUMAN
[],HEMO_HUMAN
[],FRIL_HUMAN
[],FRIH_HUMAN
[],MT2_HUMAN
[],STAT_HUMAN
[],PRPC_HUMAN
[],PRB2_HUMAN
[],SMR3B_HUMAN
[],OSTCN_HUMAN
[],ESR1_HUMAN
[],NU1M_HUMAN
[],NU2M_HUMAN
[],NU3M_HUMAN
[],NU4LM_HUMAN
[],NU4M_HUMAN
[],NU5M_HUMAN
[],NU6M_HUMAN
[],ATP8_HUMAN
[],ANGI_HUMAN
[],FA11_HUMAN
[],KLKB1_HUMAN
[],MMP1_HUMAN
[],MIS_HUMAN
[],SLPI_HUMAN
[],OPSB_HUMAN
[],OPSR_HUMAN
[],OPSG_HUMAN
[],C4BPA_HUMAN
[],VTNC_HUMAN
[],HMDH_HUMAN
[],CATA_HUMAN
[],RAF1_HUMAN
[],TDT_HUMAN
[],PA21B_HUMAN
[],GBA1_HUMAN
[],FUCO_HUMAN
[],PROC_HUMAN
[],ALDOA_HUMAN
[],CYTB_HUMAN
[],ANXA1_HUMAN
[],PDGFA_HUMAN
[],REL2_HUMAN
[],APOB_HUMAN
[],COL_HUMAN
[],CSF2_HUMAN
[],GCR_HUMAN
[],TFF1_HUMAN
[],PRIO_HUMAN
[],SODM_HUMAN
[],LCAT_HUMAN
[],OAT_HUMAN
[],KITH_HUMAN
[],HRG_HUMAN
[],MYCN_HUMAN
[],MAS_HUMAN
[],THY1_HUMAN
[],A1BG_HUMAN
[],HG2A_HUMAN
[],CD3D_HUMAN
[],K2C6B_HUMAN
[],K2C1_HUMAN
[],S100B_HUMAN
[],VWF_HUMAN
[],SHBG_HUMAN
[],SEMG1_HUMAN
[],PRP1_HUMAN
[],TBB4A_HUMAN
[],G3P_HUMAN
[],ARLY_HUMAN
[],HLAA_HUMAN
[],DPB1_HUMAN
[],HSP1_HUMAN
[],PRM2_HUMAN
[],ERBB2_HUMAN
[],WNT1_HUMAN
[],NTRK1_HUMAN
[],CPNS1_HUMAN
[],P53_HUMAN
[],MT1A_HUMAN
[],MT1E_HUMAN
[],MT1F_HUMAN
[],AMYP_HUMAN
[],HSPB1_HUMAN
[],CP1A1_HUMAN
[],TYSY_HUMAN
[],CY24B_HUMAN
[],RPN1_HUMAN
[],RPN2_HUMAN
[],GNAI2_HUMAN
[],H2A1B_HUMAN
[],B3A2_HUMAN
[],GLPC_HUMAN
[],IFNW1_HUMAN
[],IFNA4_HUMAN
[],IGF1_HUMAN
[],AT1A1_HUMAN
[],AT1B1_HUMAN
[],SCG1_HUMAN
[],ALDOB_HUMAN
[],A4_HUMAN
[],ARGI1_HUMAN
[],APOD_HUMAN
[],ALDH2_HUMAN
[],CP17A_HUMAN
[],ITB3_HUMAN
[],ITB2_HUMAN
[],CP11A_HUMAN
